texte,titre,auteur
"There was a slight bend in the coast, and I steered so as to put itbetween us; even before we landed we had thus lost sight of the gigs.I jumped out and came as near running as I durst, with a big silkhandkerchief under my hat for coolness’ sake and a brace of pistolsready primed for safety. I had not gone a hundred yards when I reached the stockade. This was how it was: a spring of clear water rose almost at the top of aknoll. Well, on the knoll, and enclosing the spring, they had clapped astout loghouse fit to hold two score of people on a pinch and loopholedfor musketry on either side. All round this they had cleared a widespace, and then the thing was completed by a paling six feet high,without door or opening, too strong to pull down without time and labourand too open to shelter the besiegers. The people in the log-house hadthem in every way; they stood quiet in shelter and shot the others likepartridges. All they wanted was a good watch and food; for, short of acomplete surprise, they might have held the place against a regiment. ",Treasure Island,Robert Louis Stevenson
"“Why, sir, I do my possible, which that ain’t,” said Silver. “I canonly, asking your pardon, save my life and the boy’s by seeking for thattreasure; and you may lay to that.” “Well, Silver,” replied the doctor, “if that is so, I’ll go one stepfurther: look out for squalls when you find it.” “Sir,” said Silver, “as between man and man, that’s too much and toolittle. What you’re after, why you left the block house, why you givenme that there chart, I don’t know, now, do I? And yet I done yourbidding with my eyes shut and never a word of hope! But no, this here’stoo much. If you won’t tell me what you mean plain out, just say so andI’ll leave the helm.” “No,” said the doctor musingly; “I’ve no right to say more; it’s not mysecret, you see, Silver, or, I give you my word, I’d tell it you. ButI’ll go as far with you as I dare go, and a step beyond, for I’ll havemy wig sorted by the captain or I’m mistaken! And first, I’ll give you abit of hope; Silver, if we both get alive out of this wolf-trap, I’ll domy best to save you, short of perjury.” ",Treasure Island,Robert Louis Stevenson
"Hindley and Cathy contented themselves with looking and listening tillpeace was restored: then, both began searching their father’s pocketsfor the presents he had promised them. The former was a boy offourteen, but when he drew out what had been a fiddle, crushed tomorsels in the great-coat, he blubbered aloud; and Cathy, when shelearned the master had lost her whip in attending on the stranger,showed her humour by grinning and spitting at the stupid little thing;earning for her pains a sound blow from her father, to teach hercleaner manners. They entirely refused to have it in bed with them, oreven in their room; and I had no more sense, so I put it on the landingof the stairs, hoping it might be gone on the morrow. By chance, orelse attracted by hearing his voice, it crept to Mr. Earnshaw’s door,and there he found it on quitting his chamber. Inquiries were made asto how it got there; I was obliged to confess, and in recompense for mycowardice and inhumanity was sent out of the house. ",Wuthering Heights,Emily Brontë
"At learning the chance we had missed, we both gave vent to our griefwithout control; and he allowed us to wail on till nine o’clock. Thenhe bid us go upstairs, through the kitchen, to Zillah’s chamber; and Iwhispered my companion to obey: perhaps we might contrive to getthrough the window there, or into a garret, and out by its skylight.The window, however, was narrow, like those below, and the garret trapwas safe from our attempts; for we were fastened in as before. Weneither of us lay down: Catherine took her station by the lattice, andwatched anxiously for morning; a deep sigh being the only answer Icould obtain to my frequent entreaties that she would try to rest. Iseated myself in a chair, and rocked to and fro, passing harsh judgmenton my many derelictions of duty; from which, it struck me then, all themisfortunes of my employers sprang. It was not the case, in reality, Iam aware; but it was, in my imagination, that dismal night; and Ithought Heathcliff himself less guilty than I. ",Wuthering Heights,Emily Brontë
"“And what did the master answer?” I inquired. “I think he swore: but I didn’t mind him, I was straining to see thebairn,” and she began again to describe it rapturously. I, as zealousas herself, hurried eagerly home to admire, on my part; though I wasvery sad for Hindley’s sake. He had room in his heart only for twoidols—his wife and himself: he doted on both, and adored one, and Icouldn’t conceive how he would bear the loss. When we got to Wuthering Heights, there he stood at the front door;and, as I passed in, I asked, “how was the baby?” “Nearly ready to run about, Nell!” he replied, putting on a cheerfulsmile. “And the mistress?” I ventured to inquire; “the doctor says she’s—” “Damn the doctor!” he interrupted, reddening. “Frances is quite right:she’ll be perfectly well by this time next week. Are you goingupstairs? will you tell her that I’ll come, if she’ll promise not totalk. I left her because she would not hold her tongue; and shemust—tell her Mr. Kenneth says she must be quiet.” ",Wuthering Heights,Emily Brontë
"“Joseph and I generally go to chapel on Sundays:” the kirk, (you know,has no minister now, explained Mrs. Dean; and they call the Methodists’or Baptists’ place, I can’t say which it is, at Gimmerton, a chapel.)“Joseph had gone,” she continued, “but I thought proper to bide athome. Young folks are always the better for an elder’s over-looking;and Hareton, with all his bashfulness, isn’t a model of nice behaviour.I let him know that his cousin would very likely sit with us, and shehad been always used to see the Sabbath respected; so he had as goodleave his guns and bits of indoor work alone, while she stayed. Hecoloured up at the news, and cast his eyes over his hands and clothes.The train-oil and gunpowder were shoved out of sight in a minute. I sawhe meant to give her his company; and I guessed, by his way, he wantedto be presentable; so, laughing, as I durst not laugh when the masteris by, I offered to help him, if he would, and joked at his confusion.He grew sullen, and began to swear. ",Wuthering Heights,Emily Brontë
"So, from the very beginning, he bred bad feeling in the house; and atMrs. Earnshaw’s death, which happened in less than two years after, theyoung master had learned to regard his father as an oppressor ratherthan a friend, and Heathcliff as a usurper of his parent’s affectionsand his privileges; and he grew bitter with brooding over theseinjuries. I sympathised a while; but when the children fell ill of themeasles, and I had to tend them, and take on me the cares of a woman atonce, I changed my idea. Heathcliff was dangerously sick; and while helay at the worst he would have me constantly by his pillow: I supposehe felt I did a good deal for him, and he hadn’t wit to guess that Iwas compelled to do it. However, I will say this, he was the quietestchild that ever nurse watched over. The difference between him and theothers forced me to be less partial. Cathy and her brother harassed meterribly: _he_ was as uncomplaining as a lamb; though hardness, notgentleness, made him give little trouble. ",Wuthering Heights,Emily Brontë
"“No! or we should be sitting in flaming fagots, I suppose,” retortedthe singer. “But wisht, old man, and read your Bible like a Christian,and never mind me. This is ‘Fairy Annie’s Wedding’—a bonny tune—it goesto a dance.” Mrs. Dean was about to recommence, when I advanced; and recognising medirectly, she jumped to her feet, crying—“Why, bless you, Mr. Lockwood!How could you think of returning in this way? All’s shut up atThrushcross Grange. You should have given us notice!” “I’ve arranged to be accommodated there, for as long as I shall stay,”I answered. “I depart again to-morrow. And how are you transplantedhere, Mrs. Dean? tell me that.” “Zillah left, and Mr. Heathcliff wished me to come, soon after you wentto London, and stay till you returned. But, step in, pray! Have youwalked from Gimmerton this evening?” “From the Grange,” I replied; “and while they make me lodging roomthere, I want to finish my business with your master; because I don’tthink of having another opportunity in a hurry.” ",Wuthering Heights,Emily Brontë
"I shut it, and took up another and another, till I had examined all.Catherine’s library was select, and its state of dilapidation proved itto have been well used, though not altogether for a legitimate purpose:scarcely one chapter had escaped a pen-and-ink commentary—at least theappearance of one—covering every morsel of blank that the printer hadleft. Some were detached sentences; other parts took the form of aregular diary, scrawled in an unformed, childish hand. At the top of anextra page (quite a treasure, probably, when first lighted on) I wasgreatly amused to behold an excellent caricature of my friendJoseph,—rudely, yet powerfully sketched. An immediate interest kindledwithin me for the unknown Catherine, and I began forthwith to decipherher faded hieroglyphics. “An awful Sunday,” commenced the paragraph beneath. “I wish my fatherwere back again. Hindley is a detestable substitute—his conduct toHeathcliff is atrocious—H. and I are going to rebel—we took ourinitiatory step this evening. ",Wuthering Heights,Emily Brontë
"“I’ll make up my mind on that point by to-morrow, Miss Catherine,” Ireplied. “It requires some study; and so I’ll leave you to your rest,and go think it over.” I thought it over aloud, in my master’s presence; walking straight fromher room to his, and relating the whole story: with the exception ofher conversations with her cousin, and any mention of Hareton. Mr.Linton was alarmed and distressed, more than he would acknowledge tome. In the morning, Catherine learnt my betrayal of her confidence, andshe learnt also that her secret visits were to end. In vain she weptand writhed against the interdict, and implored her father to have pityon Linton: all she got to comfort her was a promise that he would writeand give him leave to come to the Grange when he pleased; butexplaining that he must no longer expect to see Catherine at WutheringHeights. Perhaps, had he been aware of his nephew’s disposition andstate of health, he would have seen fit to withhold even that slightconsolation.    CHAPTER XXV ",Wuthering Heights,Emily Brontë
"“Stay all night? No,” she said, looking slowly round. “Ellen, I’ll burnthat door down but I’ll get out.” And she would have commenced the execution of her threat directly, butLinton was up in alarm for his dear self again. He clasped her in histwo feeble arms sobbing:—“Won’t you have me, and save me? not let mecome to the Grange? Oh, darling Catherine! you mustn’t go and leave,after all. You _must_ obey my father—you _must_!” “I must obey my own,” she replied, “and relieve him from this cruelsuspense. The whole night! What would he think? He’ll be distressedalready. I’ll either break or burn a way out of the house. Be quiet!You’re in no danger; but if you hinder me—Linton, I love papa betterthan you!” The mortal terror he felt of Mr. Heathcliff’s anger restored to the boyhis coward’s eloquence. Catherine was near distraught: still, shepersisted that she must go home, and tried entreaty in her turn,persuading him to subdue his selfish agony. While they were thusoccupied, our jailor re-entered. ",Wuthering Heights,Emily Brontë
"I should mention that Isabella sent to her brother, some six weeks fromher departure, a short note, announcing her marriage with Heathcliff.It appeared dry and cold; but at the bottom was dotted in with pencilan obscure apology, and an entreaty for kind remembrance andreconciliation, if her proceeding had offended him: asserting that shecould not help it then, and being done, she had now no power to repealit. Linton did not reply to this, I believe; and, in a fortnight more,I got a long letter, which I considered odd, coming from the pen of abride just out of the honeymoon. I’ll read it: for I keep it yet. Anyrelic of the dead is precious, if they were valued living. * * * * *  DEAR ELLEN, it begins,—I came last night to Wuthering Heights, andheard, for the first time, that Catherine has been, and is yet, veryill. I must not write to her, I suppose, and my brother is either tooangry or too distressed to answer what I sent him. Still, I must writeto somebody, and the only choice left me is you. ",Wuthering Heights,Emily Brontë
"“For shame, Heathcliff!” said I. “It is for God to punish wickedpeople; we should learn to forgive.” “No, God won’t have the satisfaction that I shall,” he returned. “Ionly wish I knew the best way! Let me alone, and I’ll plan it out:while I’m thinking of that I don’t feel pain.” But, Mr. Lockwood, I forget these tales cannot divert you. I’m annoyedhow I should dream of chattering on at such a rate; and your gruelcold, and you nodding for bed! I could have told Heathcliff’s history,all that you need hear, in half a dozen words. * * * * *  Thus interrupting herself, the housekeeper rose, and proceeded to layaside her sewing; but I felt incapable of moving from the hearth, and Iwas very far from nodding. “Sit still, Mrs. Dean,” I cried; “do sitstill another half-hour. You’ve done just right to tell the storyleisurely. That is the method I like; and you must finish it in thesame style. I am interested in every character you have mentioned, moreor less.” “The clock is on the stroke of eleven, sir.” ",Wuthering Heights,Emily Brontë
"Joseph seemed sitting in a sort of elysium alone, beside a roaringfire; a quart of ale on the table near him, bristling with large piecesof toasted oat-cake; and his black, short pipe in his mouth. Catherineran to the hearth to warm herself. I asked if the master was in? Myquestion remained so long unanswered, that I thought the old man hadgrown deaf, and repeated it louder. “Na—ay!” he snarled, or rather screamed through his nose. “Na—ay! yahmuh goa back whear yah coom frough.” “Joseph!” cried a peevish voice, simultaneously with me, from the innerroom. “How often am I to call you? There are only a few red ashes now.Joseph! come this moment.” Vigorous puffs, and a resolute stare into the grate, declared he had noear for this appeal. The housekeeper and Hareton were invisible; onegone on an errand, and the other at his work, probably. We knewLinton’s tones, and entered. “Oh, I hope you’ll die in a garret, starved to death!” said the boy,mistaking our approach for that of his negligent attendant. ",Wuthering Heights,Emily Brontë
"“So make haste, Ellen!” she cried. “I know where I wish to go; where acolony of moor-game are settled: I want to see whether they have madetheir nests yet.” “That must be a good distance up,” I answered; “they don’t breed on theedge of the moor.” “No, it’s not,” she said. “I’ve gone very near with papa.” I put on my bonnet and sallied out, thinking nothing more of thematter. She bounded before me, and returned to my side, and was offagain like a young greyhound; and, at first, I found plenty ofentertainment in listening to the larks singing far and near, andenjoying the sweet, warm sunshine; and watching her, my pet and mydelight, with her golden ringlets flying loose behind, and her brightcheek, as soft and pure in its bloom as a wild rose, and her eyesradiant with cloudless pleasure. She was a happy creature, and anangel, in those days. It’s a pity she could not be content. “Well,” said I, “where are your moor-game, Miss Cathy? We should be atthem: the Grange park-fence is a great way off now.” ",Wuthering Heights,Emily Brontë
"“Come in, that’s right!” exclaimed the mistress, gaily, pulling a chairto the fire. “Here are two people sadly in need of a third to thaw theice between them; and you are the very one we should both of us choose.Heathcliff, I’m proud to show you, at last, somebody that dotes on youmore than myself. I expect you to feel flattered. Nay, it’s not Nelly;don’t look at her! My poor little sister-in-law is breaking her heartby mere contemplation of your physical and moral beauty. It lies inyour own power to be Edgar’s brother! No, no, Isabella, you sha’n’t runoff,” she continued, arresting, with feigned playfulness, theconfounded girl, who had risen indignantly. “We were quarrelling likecats about you, Heathcliff; and I was fairly beaten in protestations ofdevotion and admiration: and, moreover, I was informed that if I wouldbut have the manners to stand aside, my rival, as she will have herselfto be, would shoot a shaft into your soul that would fix you for ever,and send my image into eternal oblivion!” ",Wuthering Heights,Emily Brontë
"“Is _she_ to go with us,” he demanded, “the little girl I sawyesterday?” “Not now,” replied I. “Is uncle?” he continued. “No, I shall be your companion there,” I said. Linton sank back on his pillow and fell into a brown study. “I won’t go without uncle,” he cried at length: “I can’t tell where youmean to take me.” I attempted to persuade him of the naughtiness of showing reluctance tomeet his father; still he obstinately resisted any progress towardsdressing, and I had to call for my master’s assistance in coaxing himout of bed. The poor thing was finally got off, with several delusiveassurances that his absence should be short: that Mr. Edgar and Cathywould visit him, and other promises, equally ill-founded, which Iinvented and reiterated at intervals throughout the way. The pureheather-scented air, the bright sunshine, and the gentle canter ofMinny, relieved his despondency after a while. He began to putquestions concerning his new home, and its inhabitants, with greaterinterest and liveliness. ",Wuthering Heights,Emily Brontë
"“Yes, yes, we can!” replied Cathy. “He’s good and patient now. He’sbeginning to think I shall have far greater misery than he willto-night, if I believe he is the worse for my visit: and then I darenot come again. Tell the truth about it, Linton; for I mustn’t come, ifI have hurt you.” “You must come, to cure me,” he answered. “You ought to come, becauseyou have hurt me: you know you have extremely! I was not as ill whenyou entered as I am at present—was I?” “But you’ve made yourself ill by crying and being in a passion.—Ididn’t do it all,” said his cousin. “However, we’ll be friends now. Andyou want me: you would wish to see me sometimes, really?” “I told you I did,” he replied impatiently. “Sit on the settle and letme lean on your knee. That’s as mamma used to do, whole afternoonstogether. Sit quite still and don’t talk: but you may sing a song, ifyou can sing; or you may say a nice long interesting ballad—one ofthose you promised to teach me; or a story. I’d rather have a ballad,though: begin.” ",Wuthering Heights,Emily Brontë
"“At last, one night she came boldly into my chamber, and frightened meout of my wits, by saying, ‘Tell Mr. Heathcliff that his son isdying—I’m sure he is, this time. Get up, instantly, and tell him.’ “Having uttered this speech, she vanished again. I lay a quarter of anhour listening and trembling. Nothing stirred—the house was quiet. “She’s mistaken, I said to myself. He’s got over it. I needn’t disturbthem; and I began to doze. But my sleep was marred a second time by asharp ringing of the bell—the only bell we have, put up on purpose forLinton; and the master called to me to see what was the matter, andinform them that he wouldn’t have that noise repeated. “I delivered Catherine’s message. He cursed to himself, and in a fewminutes came out with a lighted candle, and proceeded to their room. Ifollowed. Mrs. Heathcliff was seated by the bedside, with her handsfolded on her knees. Her father-in-law went up, held the light toLinton’s face, looked at him, and touched him; afterwards he turned toher. ",Wuthering Heights,Emily Brontë
"“Did she come to Wuthering Heights because she hated you?” I continued.“Think for yourself! As to your money, she does not even know that youwill have any. And you say she’s sick; and yet you leave her alone, upthere in a strange house! _You_ who have felt what it is to be soneglected! You could pity your own sufferings; and she pitied them,too; but you won’t pity hers! I shed tears, Master Heathcliff, yousee—an elderly woman, and a servant merely—and you, after pretendingsuch affection, and having reason to worship her almost, store everytear you have for yourself, and lie there quite at ease. Ah! you’re aheartless, selfish boy!” “I can’t stay with her,” he answered crossly. “I’ll not stay by myself.She cries so I can’t bear it. And she won’t give over, though I sayI’ll call my father. I did call him once, and he threatened to strangleher if she was not quiet; but she began again the instant he left theroom, moaning and grieving all night long, though I screamed forvexation that I couldn’t sleep.” ",Wuthering Heights,Emily Brontë
"Catherine and he were constant companions still at his seasons ofrespite from labour; but he had ceased to express his fondness for herin words, and recoiled with angry suspicion from her girlish caresses,as if conscious there could be no gratification in lavishing such marksof affection on him. On the before-named occasion he came into thehouse to announce his intention of doing nothing, while I was assistingMiss Cathy to arrange her dress: she had not reckoned on his taking itinto his head to be idle; and imagining she would have the whole placeto herself, she managed, by some means, to inform Mr. Edgar of herbrother’s absence, and was then preparing to receive him. “Cathy, are you busy this afternoon?” asked Heathcliff. “Are you goinganywhere?” “No, it is raining,” she answered. “Why have you that silk frock on, then?” he said. “Nobody coming here,I hope?” “Not that I know of,” stammered Miss: “but you should be in the fieldnow, Heathcliff. It is an hour past dinner time; I thought you weregone.” ",Wuthering Heights,Emily Brontë
"With that concluding word, the whole assembly, exalting their pilgrim’sstaves, rushed round me in a body; and I, having no weapon to raise inself-defence, commenced grappling with Joseph, my nearest and mostferocious assailant, for his. In the confluence of the multitude,several clubs crossed; blows, aimed at me, fell on other sconces.Presently the whole chapel resounded with rappings and counterrappings: every man’s hand was against his neighbour; and Branderham,unwilling to remain idle, poured forth his zeal in a shower of loudtaps on the boards of the pulpit, which responded so smartly that, atlast, to my unspeakable relief, they woke me. And what was it that hadsuggested the tremendous tumult? What had played Jabez’s part in therow? Merely the branch of a fir-tree that touched my lattice as theblast wailed by, and rattled its dry cones against the panes! Ilistened doubtingly an instant; detected the disturber, then turned anddozed, and dreamt again: if possible, still more disagreeably thanbefore. ",Wuthering Heights,Emily Brontë
"“Yes; and how sweetly his father curses in his solitude! You rememberhim, I daresay, when he was just such another as that chubby thing:nearly as young and innocent. However, Nelly, I shall oblige you tolisten: it’s not long; and I’ve no power to be merry to-night.” “I won’t hear it, I won’t hear it!” I repeated, hastily. I was superstitious about dreams then, and am still; and Catherine hadan unusual gloom in her aspect, that made me dread something from whichI might shape a prophecy, and foresee a fearful catastrophe. She wasvexed, but she did not proceed. Apparently taking up another subject,she recommenced in a short time. “If I were in heaven, Nelly, I should be extremely miserable.” “Because you are not fit to go there,” I answered. “All sinners wouldbe miserable in heaven.” “But it is not for that. I dreamt once that I was there.” “I tell you I won’t hearken to your dreams, Miss Catherine! I’ll go tobed,” I interrupted again. She laughed, and held me down; for I made a motion to leave my chair. ",Wuthering Heights,Emily Brontë
"A movement of Catherine’s relieved me a little presently: she put upher hand to clasp his neck, and bring her cheek to his as he held her;while he, in return, covering her with frantic caresses, said wildly— “You teach me now how cruel you’ve been—cruel and false. _Why_ did youdespise me? _Why_ did you betray your own heart, Cathy? I have not oneword of comfort. You deserve this. You have killed yourself. Yes, youmay kiss me, and cry; and wring out my kisses and tears: they’ll blightyou—they’ll damn you. You loved me—then what _right_ had you to leaveme? What right—answer me—for the poor fancy you felt for Linton?Because misery and degradation, and death, and nothing that God orSatan could inflict would have parted us, _you_, of your own will, didit. I have not broken your heart—_you_ have broken it; and in breakingit, you have broken mine. So much the worse for me that I am strong. DoI want to live? What kind of living will it be when you—oh, God! would_you_ like to live with your soul in the grave?” ",Wuthering Heights,Emily Brontë
"“‘I’ll keep him out five minutes,’ he exclaimed. ‘You won’t object?’ “‘No, you may keep him out the whole night for me,’ I answered. ‘Do!put the key in the lock, and draw the bolts.’ “Earnshaw accomplished this ere his guest reached the front; he thencame and brought his chair to the other side of my table, leaning overit, and searching in my eyes for a sympathy with the burning hate thatgleamed from his: as he both looked and felt like an assassin, hecouldn’t exactly find that; but he discovered enough to encourage himto speak. “‘You, and I,’ he said, ‘have each a great debt to settle with the manout yonder! If we were neither of us cowards, we might combine todischarge it. Are you as soft as your brother? Are you willing toendure to the last, and not once attempt a repayment?’ “‘I’m weary of enduring now,’ I replied; ‘and I’d be glad of aretaliation that wouldn’t recoil on myself; but treachery and violenceare spears pointed at both ends; they wound those who resort to themworse than their enemies.’ ",Wuthering Heights,Emily Brontë
"“Where is the use of the devil in that sentence?” tittered Linton.“Papa told you not to say any bad words, and you can’t open your mouthwithout one. Do try to behave like a gentleman, now do!” “If thou weren’t more a lass than a lad, I’d fell thee this minute, Iwould; pitiful lath of a crater!” retorted the angry boor, retreating,while his face burnt with mingled rage and mortification; for he wasconscious of being insulted, and embarrassed how to resent it. Mr. Heathcliff having overheard the conversation, as well as I, smiledwhen he saw him go; but immediately afterwards cast a look of singularaversion on the flippant pair, who remained chattering in the doorway:the boy finding animation enough while discussing Hareton’s faults anddeficiencies, and relating anecdotes of his goings on; and the girlrelishing his pert and spiteful sayings, without considering theill-nature they evinced. I began to dislike, more than to compassionateLinton, and to excuse his father in some measure for holding him cheap. ",Wuthering Heights,Emily Brontë
"I went into the kitchen, and sat down to lull my little lamb to sleep.Heathcliff, as I thought, walked through to the barn. It turned outafterwards that he only got as far as the other side the settle, whenhe flung himself on a bench by the wall, removed from the fire, andremained silent. I was rocking Hareton on my knee, and humming a song that began,— It was far in the night, and the bairnies grat,The mither beneath the mools heard that,  when Miss Cathy, who had listened to the hubbub from her room, put herhead in, and whispered,—“Are you alone, Nelly?” “Yes, Miss,” I replied. She entered and approached the hearth. I, supposing she was going tosay something, looked up. The expression of her face seemed disturbedand anxious. Her lips were half asunder, as if she meant to speak, andshe drew a breath; but it escaped in a sigh instead of a sentence. Iresumed my song; not having forgotten her recent behaviour. “Where’s Heathcliff?” she said, interrupting me. “About his work in the stable,” was my answer. ",Wuthering Heights,Emily Brontë
"“I didn’t! I didn’t!” sobbed Cathy, fit to break her heart. “I didn’tonce think of loving him till—” “_Loving_!” cried I, as scornfully as I could utter the word.“_Loving_! Did anybody ever hear the like! I might just as well talk ofloving the miller who comes once a year to buy our corn. Pretty loving,indeed! and both times together you have seen Linton hardly four hoursin your life! Now here is the babyish trash. I’m going with it to thelibrary; and we’ll see what your father says to such _loving_.” She sprang at her precious epistles, but I held them above my head; andthen she poured out further frantic entreaties that I would burnthem—do anything rather than show them. And being really fully as muchinclined to laugh as scold—for I esteemed it all girlish vanity—I atlength relented in a measure, and asked,—“If I consent to burn them,will you promise faithfully neither to send nor receive a letter again,nor a book (for I perceive you have sent him books), nor locks of hair,nor rings, nor playthings?” ",Wuthering Heights,Emily Brontë
"The lock gave way and I issued out. “I swear Linton is dying,” repeated Heathcliff, looking hard at me.“And grief and disappointment are hastening his death. Nelly, if youwon’t let her go, you can walk over yourself. But I shall not returntill this time next week; and I think your master himself wouldscarcely object to her visiting her cousin.” “Come in,” said I, taking Cathy by the arm and half forcing her tore-enter; for she lingered, viewing with troubled eyes the features ofthe speaker, too stern to express his inward deceit. He pushed his horse close, and, bending down, observed— “Miss Catherine, I’ll own to you that I have little patience withLinton; and Hareton and Joseph have less. I’ll own that he’s with aharsh set. He pines for kindness, as well as love; and a kind word fromyou would be his best medicine. Don’t mind Mrs. Dean’s cruel cautions;but be generous, and contrive to see him. He dreams of you day andnight, and cannot be persuaded that you don’t hate him, since youneither write nor call.” ",Wuthering Heights,Emily Brontë
"“Do you suppose I’m going with that blow burning in my gullet?” hethundered. “By hell, no! I’ll crush his ribs in like a rotten hazel-nutbefore I cross the threshold! If I don’t floor him now, I shall murderhim some time; so, as you value his existence, let me get at him!” “He is not coming,” I interposed, framing a bit of a lie. “There’s thecoachman and the two gardeners; you’ll surely not wait to be thrustinto the road by them! Each has a bludgeon; and master will, verylikely, be watching from the parlour-windows to see that they fulfilhis orders.” The gardeners and coachman _were_ there: but Linton was with them. Theyhad already entered the court. Heathcliff, on the second thoughts,resolved to avoid a struggle against three underlings: he seized thepoker, smashed the lock from the inner door, and made his escape asthey tramped in. Mrs. Linton, who was very much excited, bade me accompany her upstairs.She did not know my share in contributing to the disturbance, and I wasanxious to keep her in ignorance. ",Wuthering Heights,Emily Brontë
"“But may I not write a note to tell him why I cannot come?” she asked,rising to her feet. “And just send those books I promised to lend him?His books are not as nice as mine, and he wanted to have themextremely, when I told him how interesting they were. May I not,Ellen?” “No, indeed! no, indeed!” replied I with decision. “Then he would writeto you, and there’d never be an end of it. No, Miss Catherine, theacquaintance must be dropped entirely: so papa expects, and I shall seethat it is done.” “But how can one little note—?” she recommenced, putting on animploring countenance. “Silence!” I interrupted. “We’ll not begin with your little notes. Getinto bed.” She threw at me a very naughty look, so naughty that I would not kissher good-night at first: I covered her up, and shut her door, in greatdispleasure; but, repenting half-way, I returned softly, and lo! therewas Miss standing at the table with a bit of blank paper before her anda pencil in her hand, which she guiltily slipped out of sight on myentrance. ",Wuthering Heights,Emily Brontë
"“Really, Miss Catherine, how can I know?” I replied. “To be sure,considering the exhibition you performed in his presence thisafternoon, I might say it would be wise to refuse him: since he askedyou after that, he must either be hopelessly stupid or a venturesomefool.” “If you talk so, I won’t tell you any more,” she returned, peevishlyrising to her feet. “I accepted him, Nelly. Be quick, and say whether Iwas wrong!” “You accepted him! Then what good is it discussing the matter? You havepledged your word, and cannot retract.” “But say whether I should have done so—do!” she exclaimed in anirritated tone; chafing her hands together, and frowning. “There are many things to be considered before that question can beanswered properly,” I said, sententiously. “First and foremost, do youlove Mr. Edgar?” “Who can help it? Of course I do,” she answered. Then I put her through the following catechism: for a girl oftwenty-two it was not injudicious. “Why do you love him, Miss Cathy?” “Nonsense, I do—that’s sufficient.” ",Wuthering Heights,Emily Brontë
"“_Bed-rume_!” he repeated, in a tone of mockery. “Yah’s see all t’_bed-rumes_ thear is—yon’s mine.” He pointed into the second garret, only differing from the first inbeing more naked about the walls, and having a large, low, curtainlessbed, with an indigo-coloured quilt, at one end. “What do I want with yours?” I retorted. “I suppose Mr. Heathcliff doesnot lodge at the top of the house, does he?” “Oh! it’s Maister _Hathecliff’s_ ye’re wanting?” cried he, as if makinga new discovery. “Couldn’t ye ha’ said soa, at onst? un’ then, I mudha’ telled ye, baht all this wark, that that’s just one ye cannutsee—he allas keeps it locked, un’ nob’dy iver mells on’t but hisseln.” “You’ve a nice house, Joseph,” I could not refrain from observing, “andpleasant inmates; and I think the concentrated essence of all themadness in the world took up its abode in my brain the day I linked myfate with theirs! However, that is not to the present purpose—there areother rooms. For heaven’s sake be quick, and let me settle somewhere!” ",Wuthering Heights,Emily Brontë
"“Yes,” I remarked, “you’ve seen a good many alterations, I suppose?” “I have: and troubles too,” she said. “Oh, I’ll turn the talk on my landlord’s family!” I thought to myself.“A good subject to start! And that pretty girl-widow, I should like toknow her history: whether she be a native of the country, or, as ismore probable, an exotic that the surly _indigenae_ will not recognisefor kin.” With this intention I asked Mrs. Dean why Heathcliff letThrushcross Grange, and preferred living in a situation and residenceso much inferior. “Is he not rich enough to keep the estate in goodorder?” I inquired. “Rich, sir!” she returned. “He has nobody knows what money, and everyyear it increases. Yes, yes, he’s rich enough to live in a finer housethan this: but he’s very near—close-handed; and, if he had meant toflit to Thrushcross Grange, as soon as he heard of a good tenant hecould not have borne to miss the chance of getting a few hundreds more.It is strange people should be so greedy, when they are alone in theworld!” ",Wuthering Heights,Emily Brontë
"“Oh, God confound you, Mr. Lockwood! I wish you were at the—” commencedmy host, setting the candle on a chair, because he found it impossibleto hold it steady. “And who showed you up into this room?” hecontinued, crushing his nails into his palms, and grinding his teeth tosubdue the maxillary convulsions. “Who was it? I’ve a good mind to turnthem out of the house this moment!” “It was your servant Zillah,” I replied, flinging myself on to thefloor, and rapidly resuming my garments. “I should not care if you did,Mr. Heathcliff; she richly deserves it. I suppose that she wanted toget another proof that the place was haunted, at my expense. Well, itis—swarming with ghosts and goblins! You have reason in shutting it up,I assure you. No one will thank you for a doze in such a den!” “What do you mean?” asked Heathcliff, “and what are you doing? Lie downand finish out the night, since you _are_ here; but, for Heaven’s sake!don’t repeat that horrid noise: nothing could excuse it, unless youwere having your throat cut!” ",Wuthering Heights,Emily Brontë
"“Well, is he coming?” cried Catherine, when her cousin returned. “Nay,” he answered; “but he’s not angry: he seemed rarely pleasedindeed; only I made him impatient by speaking to him twice; and then hebid me be off to you: he wondered how I could want the company ofanybody else.” I set his plate to keep warm on the fender; and after an hour or two here-entered, when the room was clear, in no degree calmer: the sameunnatural—it was unnatural—appearance of joy under his black brows; thesame bloodless hue, and his teeth visible, now and then, in a kind ofsmile; his frame shivering, not as one shivers with chill or weakness,but as a tight-stretched cord vibrates—a strong thrilling, rather thantrembling. I will ask what is the matter, I thought; or who should? And Iexclaimed—“Have you heard any good news, Mr. Heathcliff? You lookuncommonly animated.” “Where should good news come from to me?” he said. “I’m animated withhunger; and, seemingly, I must not eat.” “Your dinner is here,” I returned; “why won’t you get it?” ",Wuthering Heights,Emily Brontë
